"id","sex","education","income","internet","e_reader","number_of_books"
201797,"male","College graduate","$50,000 - $75,000","Yes","No","4"
201809,"male","College graduate","< $10,000","Yes","No","1"
201811,"female","Some high school","$40,000 - $50,000","Yes","No","10"
201821,"male","High school graduate","$30,000 - $40,000","No","No","6"
201825,"male","Some college","< $10,000","Yes","No","40"
201831,"female","College graduate","$20,000 - $30,000","Yes","No","12"
201835,"male","High school graduate","$30,000 - $40,000","Yes","No","0"
201838,"female","8th grade or less","Don't know","Yes","No","12"
201840,"female","Some college","$20,000 - $30,000","Yes","No","30"
201845,"female","College graduate","$50,000 - $75,000","Yes","No","20"
201855,"male","High school graduate","$50,000 - $75,000","Yes","No","0"
201857,"male","High school graduate","Refused","Yes","No","40"
201868,"female","High school graduate","$30,000 - $40,000","No","No","20"
201873,"male","Some college","$75,000 - $100,000","Yes","Yes","1"
201878,"female","College graduate","Don't know","Yes","No","4"
201880,"male","Some high school","$30,000 - $40,000","Yes","No","6"
201887,"female","High school graduate","$20,000 - $30,000","Yes","Yes","4"
201890,"male","Some college","< $10,000","Yes","No","10"
201891,"female","Some college","$75,000 - $100,000","Yes","No","7"
201899,"female","High school graduate","$40,000 - $50,000","Yes","No","48"
201911,"female","Technical school","< $10,000","No","No","30"
201912,"male","Some college","$50,000 - $75,000","Yes","No","5"
201918,"female","High school graduate","$10,000 - $20,000","Yes","No","1"
201920,"female","Some college","$50,000 - $75,000","Yes","Yes","20"
201924,"male","Technical school","$30,000 - $40,000","Yes","No","6"
201936,"female","Some college","$10,000 - $20,000","Yes","No","25"
201939,"male","Some high school","$50,000 - $75,000","Yes","No","1"
201944,"female","College graduate","$20,000 - $30,000","Yes","No","25"
201953,"female","Post-graduate training","$75,000 - $100,000","Yes","No","12"
201958,"male","Some high school","Don't know","Yes","No","12"
201960,"male","Post-graduate training","$40,000 - $50,000","Yes","Yes","3"
201965,"female","Some college","$20,000 - $30,000","No","No","0"
201967,"male","Technical school","$75,000 - $100,000","Yes","No","6"
201968,"male","College graduate","$100,000 - $150,000","Yes","No","5"
201969,"female","Post-graduate training","Refused","Yes","No","6"
201980,"male","Some college","$50,000 - $75,000","Yes","No","2"
201986,"male","High school graduate","$50,000 - $75,000","No","No","2"
201998,"female","Some college","$75,000 - $100,000","Yes","No","96"
201999,"male","High school graduate","$150,000 +","Yes","Yes","5"
202010,"female","Some high school","$20,000 - $30,000","Yes","No","6"
202020,"male","Some college","Refused","Yes","No","Don't Know"
202022,"male","Some college","$150,000 +","Yes","Yes","30"
202027,"male","High school graduate","Don't know","Yes","No","1"
202033,"male","College graduate","$50,000 - $75,000","Yes","No","7"
202038,"male","High school graduate","< $10,000","Yes","No","3"
202040,"female","Some college","$10,000 - $20,000","Yes","No","1"
202042,"male","College graduate","Refused","Yes","No","20"
202049,"male","Some college","$150,000 +","Yes","No","Refused"
202052,"female","8th grade or less","< $10,000","Yes","Yes","0"
202053,"male","High school graduate","$10,000 - $20,000","Yes","No","0"
202055,"male","Some college","Don't know","Yes","No","3"
202057,"male","High school graduate","$30,000 - $40,000","Yes","No","6"
202061,"female","Some high school","Don't know","Yes","No","5"
202076,"male","College graduate","$75,000 - $100,000","Yes","No","6"
202079,"female","Technical school","Don't know","Yes","No","12"
202080,"male","Some college","$50,000 - $75,000","Yes","No","1"
202082,"female","Some college","$150,000 +","Yes","No","20"
202087,"male","Post-graduate training","Refused","Yes","No","1"
202088,"female","Post-graduate training","$50,000 - $75,000","Yes","No","0"
202100,"male","Post-graduate training","< $10,000","Yes","No","0"
202103,"female","Some high school","$10,000 - $20,000","Yes","No","45"
202109,"male","High school graduate","$20,000 - $30,000","Yes","No","30"
202110,"female","Some college","< $10,000","Yes","No","5"
202115,"male","Some high school","$10,000 - $20,000","No","No","3"
202122,"male","Some high school","< $10,000","No","No","3"
202124,"male","High school graduate","$20,000 - $30,000","No","No","15"
202130,"male","Some college","Refused","Yes","No","0"
202139,"female","College graduate","$50,000 - $75,000","Yes","No","12"
202140,"male","High school graduate","< $10,000","Yes","Yes","97 or more"
202141,"female","Some college","$40,000 - $50,000","Yes","No","97 or more"
202145,"female","High school graduate","$100,000 - $150,000","Yes","No","10"
202150,"male","Some high school","Don't know","No","No","Refused"
202152,"male","Some college","< $10,000","Yes","No","Don't Know"
202153,"female","College graduate","Refused","Yes","No","50"
202163,"male","High school graduate","$50,000 - $75,000","Yes","No","0"
202164,"male","College graduate","Refused","Yes","No","3"
202165,"male","Post-graduate training","$20,000 - $30,000","Yes","No","35"
202174,"male","High school graduate","< $10,000","No","No","96"
202175,"male","Some high school","$50,000 - $75,000","Yes","No","5"
202176,"female","Some college","$100,000 - $150,000","Yes","No","10"
202179,"male","Some high school","$40,000 - $50,000","Yes","No","0"
202180,"female","High school graduate","$50,000 - $75,000","Yes","No","6"
202184,"male","College graduate","Don't know","Yes","No","7"
202194,"male","High school graduate","$10,000 - $20,000","No","No","0"
202203,"male","Post-graduate training","$40,000 - $50,000","Yes","No","24"
202207,"female","Some college","Refused","Yes","No","30"
202210,"male","Some high school","$30,000 - $40,000","Yes","No","50"
202212,"male","Some college","$100,000 - $150,000","Yes","No","12"
202213,"male","High school graduate","$75,000 - $100,000","Yes","No","3"
202218,"male","Some college","$10,000 - $20,000","Yes","No","20"
202224,"male","Technical school","$75,000 - $100,000","Yes","No","1"
202228,"male","Post-graduate training","$50,000 - $75,000","Yes","Yes","65"
202231,"male","Post-graduate training","$150,000 +","Yes","No","8"
202238,"male","College graduate","$20,000 - $30,000","Yes","No","30"
202241,"male","High school graduate","$20,000 - $30,000","No","No","2"
202242,"male","Some college","$30,000 - $40,000","Yes","No","6"
202252,"male","Some high school","Don't know","Yes","No","0"
202253,"female","Some college","$50,000 - $75,000","Yes","Yes","50"
202256,"male","High school graduate","$40,000 - $50,000","Yes","No","38"
202257,"male","High school graduate","$10,000 - $20,000","Yes","Yes","10"
202260,"female","High school graduate","$40,000 - $50,000","Yes","No","13"
202265,"male","Some high school","Don't know","Yes","No","50"
202271,"female","College graduate","Refused","Yes","No","15"
202276,"female","Some college","< $10,000","Yes","No","0"
202280,"male","High school graduate","$40,000 - $50,000","Yes","Yes","10"
202286,"male","Some college","$30,000 - $40,000","Yes","No","10"
202287,"female","Some high school","< $10,000","No","No","2"
202289,"male","High school graduate","Don't know","Yes","No","3"
202290,"female","Post-graduate training","$100,000 - $150,000","Yes","No","97 or more"
202293,"male","College graduate","$75,000 - $100,000","Yes","No","20"
202295,"female","Some college","$100,000 - $150,000","Yes","No","2"
202297,"female","High school graduate","$40,000 - $50,000","Yes","Yes","55"
202302,"male","Some high school","Don't know","No","No","0"
202316,"male","High school graduate","< $10,000","No","No","0"
202322,"female","College graduate","$50,000 - $75,000","Yes","No","2"
202328,"female","High school graduate","$75,000 - $100,000","Yes","Yes","70"
202331,"female","High school graduate","$30,000 - $40,000","Yes","No","3"
202332,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","8"
202336,"female","Some college","$50,000 - $75,000","Yes","No","8"
202340,"female","College graduate","$75,000 - $100,000","Yes","No","75"
202343,"male","High school graduate","< $10,000","Yes","No","2"
202347,"female","College graduate","Refused","Yes","No","2"
202350,"male","High school graduate","$40,000 - $50,000","Yes","Yes","97 or more"
202355,"female","8th grade or less","< $10,000","No","No","1"
202360,"male","Some high school","Don't know","Yes","No","1"
202363,"male","Some high school","$30,000 - $40,000","Yes","No","15"
202366,"female","Post-graduate training","$30,000 - $40,000","Yes","Yes","10"
202367,"female","Some high school","$150,000 +","Yes","No","2"
202368,"female","Technical school","$20,000 - $30,000","Yes","No","3"
202370,"male","Post-graduate training","$40,000 - $50,000","Yes","No","5"
202374,"male","Some college","$30,000 - $40,000","Yes","No","0"
202378,"female","Post-graduate training","$50,000 - $75,000","Yes","No","96"
202380,"male","Some high school","Don't know","Yes","No","Don't Know"
202382,"male","High school graduate","$75,000 - $100,000","No","No","10"
202387,"female","Some college","$100,000 - $150,000","Yes","No","3"
202388,"male","Some high school","< $10,000","Yes","No","0"
202393,"male","College graduate","$75,000 - $100,000","Yes","No","4"
202408,"female","Some college","$20,000 - $30,000","Yes","No","10"
202419,"male","College graduate","Don't know","Yes","No","3"
202427,"female","College graduate","$50,000 - $75,000","Yes","No","10"
202429,"female","Post-graduate training","$10,000 - $20,000","Yes","No","3"
202432,"male","Some college","Refused","Yes","Yes","55"
202435,"female","Post-graduate training","$40,000 - $50,000","Yes","No","18"
202438,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","10"
202442,"male","Technical school","$30,000 - $40,000","Yes","No","0"
202443,"female","College graduate","$75,000 - $100,000","Yes","No","10"
202445,"male","8th grade or less","< $10,000","Yes","No","1"
202446,"male","Some college","$40,000 - $50,000","Yes","No","5"
202450,"female","Some college","$40,000 - $50,000","Yes","No","48"
202455,"male","Post-graduate training","Refused","Yes","No","Don't Know"
202459,"male","High school graduate","Don't know","Yes","No","0"
202460,"male","College graduate","Refused","Yes","No","12"
202464,"female","Some college","$40,000 - $50,000","Yes","No","50"
202472,"male","Some college","$10,000 - $20,000","Yes","No","4"
202474,"male","Some college","$30,000 - $40,000","Yes","Yes","12"
202476,"female","Don't know","$40,000 - $50,000","Yes","No","3"
202477,"male","Post-graduate training","$150,000 +","Yes","Yes","5"
202482,"male","Some college","$40,000 - $50,000","Yes","Yes","12"
202483,"male","Some college","$30,000 - $40,000","Yes","No","0"
202487,"male","High school graduate","$10,000 - $20,000","No","No","0"
202489,"female","Some college","Refused","Yes","No","4"
202490,"female","Some high school","Don't know","Yes","No","5"
202497,"female","Post-graduate training","$40,000 - $50,000","Refused","No","Don't Know"
202502,"male","Technical school","$150,000 +","Yes","No","6"
202506,"female","High school graduate","$10,000 - $20,000","No","No","8"
202509,"female","8th grade or less","$30,000 - $40,000","No","No","0"
202513,"male","Some college","Refused","No","No","50"
202517,"female","High school graduate","$30,000 - $40,000","Yes","No","97 or more"
202518,"male","8th grade or less","$10,000 - $20,000","No","No","0"
202519,"male","College graduate","$20,000 - $30,000","Yes","No","4"
202522,"male","Post-graduate training","$100,000 - $150,000","Yes","No","5"
202530,"male","Post-graduate training","Refused","Yes","No","2"
202535,"female","Some high school","$20,000 - $30,000","Yes","No","1"
202541,"male","Some high school","$50,000 - $75,000","Yes","No","6"
202544,"female","High school graduate","Don't know","Yes","No","3"
202546,"male","Some high school","$30,000 - $40,000","No","No","51"
202550,"male","Some college","$50,000 - $75,000","Yes","No","40"
202560,"female","Some college","$50,000 - $75,000","Yes","Yes","3"
202561,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","10"
202563,"female","Some high school","$50,000 - $75,000","Yes","No","20"
202569,"male","High school graduate","$10,000 - $20,000","No","No","0"
202572,"male","High school graduate","Don't know","Yes","No","4"
202577,"female","Post-graduate training","$75,000 - $100,000","Yes","No","30"
202581,"female","Some college","$100,000 - $150,000","Yes","No","50"
202585,"male","Some high school","$10,000 - $20,000","No","No","0"
202590,"female","College graduate","$30,000 - $40,000","Yes","No","15"
202592,"female","Some college","$50,000 - $75,000","Yes","No","20"
202594,"male","Refused","Refused","Yes","No","0"
202596,"male","High school graduate","Don't know","Yes","No","0"
202597,"male","Some high school","< $10,000","No","No","15"
202598,"female","College graduate","$75,000 - $100,000","Yes","No","20"
202601,"female","Post-graduate training","$20,000 - $30,000","Yes","No","12"
202603,"female","High school graduate","$100,000 - $150,000","Yes","No","4"
202604,"female","Technical school","$50,000 - $75,000","Yes","No","10"
202605,"female","College graduate","$75,000 - $100,000","Yes","No","0"
202607,"female","High school graduate","Refused","No","No","0"
